Recipe names:
immersiveengineering:metal_storage/steel_block - 1xtile.immersiveengineering.storage@8
mekanismtools:osmiumhoe - 1xitem.OsmiumHoe@0
enderio:deco_block_1_1_a - 1xtile.block_decoration1@1
enderio:deco_block_1_1_b - 1xtile.block_decoration1@1
enderio:deco_block_1_1_c - 1xtile.block_decoration1@1
enderio:deco_block_1_1_d - 1xtile.block_decoration1@1
enderio:dark_axe - 1xitem.item_dark_steel_axe@0
charset:simplelogic/gates/gate_comparator - 1xtile.null@0
xtones:base - 8xtile.xtones.base@0
minecraft:writable_book - 1xitem.writingBook@0
forestry:stairs_larch - 4xtile.for.stairs.larch@0
thaumic_arcana:create_livium_sword - 1xitem.thaumic_arcana.livium_sword@0
appliedenergistics2:network/cables/smart_light_gray - 8xitem.appliedenergistics2.part@48
jaopca:item_mysticalseedsiridiumalloy_coqrnu - 1xitem.jaopca.mysticalSeeds@0
minecraft:diamond_pickaxe - 1xitem.pickaxeDiamond@0
nuclearcraft:tile.nuclearcraft.block_depleted_plutonium - 1xtile.nuclearcraft.block_depleted_plutonium@0
mysticalagriculture:wool - 6xtile.cloth@0
botania:wands/twigwand_gray_orange - 1xitem.twigWand@0
thaumcraft:thaumiumpick - 1xitem.thaumium_pick@0
extendedcrafting:frame - 1xtile.ec.frame@0
bewitchment:elder_fence_gate - 1xtile.bewitchment.elder_fence_gate@0
pneumaticcraft:cannon_barrel - 1xitem.cannon_barrel@0
chisel:uncraft_blockcobalt - 9xitem.tconstruct.ingots@0
industrialforegoing:leaf_shearing - 1xitem.industrialforegoing.leaf_shearing@0
nuclearcraft:item.item_stellar_alloy_leggings_3 - 1xitem.item_stellar_alloy_leggings@0
mekanismtools:bronzechestplate - 1xitem.BronzeChestplate@0
storagedrawersextra:extra_trim_2_forestry_willow - 4xtile.extraTrim2@10
nuclearcraft:item.item_stellar_alloy_leggings_2 - 1xitem.item_stellar_alloy_leggings@0
nuclearcraft:item.item_stellar_alloy_leggings_1 - 1xitem.item_stellar_alloy_leggings@0
extrabees:lead_dust_dust - 1xitem.techreborn.dust@29
nuclearcraft:item.item_stellar_alloy_leggings_5 - 1xitem.item_stellar_alloy_leggings@0
nuclearcraft:item.item_stellar_alloy_leggings_4 - 1xitem.item_stellar_alloy_leggings@0
nuclearcraft:item.nuclearcraft.fuel_thorium.tbu_oxide - 1xitem.nuclearcraft.fuel_thorium@1
nuclearcraft:item.dragon_helmet - 1xitem.dragon_helmet@0
tcomplement:imodifier - 1xitem.tcomplement.materials@6
tp:bone_boots - 1xitem.bone_boots@0
environmentaltech:m_resources/erodium/normal/stairs/stairs_tb - 1xtile.environmentaltech.erodium@0
randomthings:luminouspowder - 1xitem.spectreAnchor@0
immersiveengineering:metal_decoration/lantern - 3xtile.immersiveengineering.metal_decoration2@4
immersiveengineering:metal_storage/steel_ingot - 1xitem.immersiveengineering.metal@8
environmentaltech:m_resources/ionite/normal/dc_block - 9xitem.environmentaltech.ionite_crystal@0
randomthings:diviningrod_emerald - 1xitem.diviningRod@5
chisel:laboratory - 8xtile.chisel.laboratory@0
pneumaticcraft:printed_circuit_board - 1xitem.printed_circuit_board@0
magicbees:essence_fl1 - 1xitem.magicbees.resource@7
immersiveengineering:compat/plate_thaumium_brass - 1xitem.plate@0
mekanism:plasticfence_2_alt - 4xtile.PlasticFence@2
magicbees:essence_fl2 - 1xitem.magicbees.resource@7
computercraft:generated/turtle_advanced/minecraft_diamond_pickaxe - 1xtile.computercraft:turtle@0
botany:mortar_mediumseagreen - 4xtile.null@45
nuclearcraft:item.immersiveengineering.faraday_suit_feet - 1xitem.immersiveengineering.faraday_suit_feet@0
cyclicmagic:item.sword_weakness_1 - 1xitem.sword_weakness@0
botany:mortar_sienna - 4xtile.null@65
roots:wildwood_door - 3xitem.wildwood_door@0
mysticalagriculture:inferium_hoe - 1xitem.ma.inferium_hoe@0
extratrees:whitebeam_fireproof_slabs - 6xtile.slabs.fireproof.0@3
techreborn:vine - 24xtile.vine@0
pneumaticcraft:minigun - 1xitem.minigun@0
environmentaltech:m_resources/kyronite/tiles/stairs/tiles_stairs_tb - 1xtile.environmentaltech.kyronite_tiles@0
immersiveengineering:metal_decoration/coil_electrum - 1xtile.immersiveengineering.metal_decoration0@1
psipherals:shovel/shovel_assembly_ivory_psimetal - 1xitem.shovel_assembly@4
forestry:doors_papaya - 3xtile.for.doors.papaya@0
jaopca:item_stickshadowium_z02gsb - 4xitem.jaopca.stick@0
nuclearcraft:item.simplyjetpacks.jetpack_eio2_armored - 1xitem.simplyjetpacks.itemJetpack@6
charset:simplelogic/gates/gate_timer - 1xtile.null@0
buildinggadgets:exchangingtool - 1xitem.buildinggadgets.exchangertool@0
immersiveengineering:sheetmetal/nickel_sheetmetal_slab_back - 1xtile.immersiveengineering.sheetmetal@4
forestry:fireproof_planks_balsa - 4xtile.for.planks.fireproof.0@11
compactmachines3:fieldprojector - 4xtile.compactmachines3.fieldprojector@0
rpsideas:ebony_pickaxe - 1xitem.ebony_pickaxe@0
mekanismgenerators:solarpanel - 1xitem.SolarPanel@0
minecraft:wooden_pickaxe - 1xitem.pickaxeWood@0
jaopca:block_stairsphotonium_qxbjm4 - 8xtile.jaopca.stairs@0
embers:ingottin_sword - 1xitem.sword_tin@0
extratrees:yew_stairs - 4xtile.stairs.yew@0
botania:wands/twigwand_lime_green - 1xitem.twigWand@0
tconstruct:tools/forge/blocksoularium - 1xtile.tconstruct.toolforge@0
nuclearcraft:item.thermalfoundation.armor.steelboots - 1xitem.thermalfoundation.armor.steelBoots@0
nuclearcraft:item.terrasteelhelmreveal_2 - 1xitem.terrasteelHelmReveal@0
nuclearcraft:item.terrasteelhelmreveal_1 - 1xitem.terrasteelHelmReveal@0
botania:floating_solegnoliachibi - 2xtile.air@15
mysticalagriculture:ingotalumite - 4xitem.alumiteingot@0
nuclearcraft:item.chestplatechain - 1xitem.chestplateChain@0
nuclearcraft:item.ma.superium_leggings - 1xitem.ma.superium_leggings@0
bibliocraft:black_dyed_typewriter - 1xtile.BiblioCraft:Typewriter@15
rpsideas:dark_green_plate - 1xtile.dark_plate@13
magneticraft:multiblock_parts_electric - 2xtile.magneticraft.multiblock_parts@1
botania:pavement2stairs - 4xtile.pavement2Stairs@0
extratrees:eucalyptus_fireproof_stairs - 4xtile.stairs.fireproof.eucalyptus@0
nuclearcraft:item.redstone_helmet_2 - 1xitem.redstone_helmet@0
nuclearcraft:item.redstone_helmet_1 - 1xitem.redstone_helmet@0
deepresonance:generator_controller - 1xtile.deepresonance.generator_controller@0
rftools:shape_card_quarry_fortune - 1xitem.shape_card@4
nuclearcraft:item.thermalfoundation.armor.electrumboots - 1xitem.thermalfoundation.armor.electrumBoots@0
avaritiatweaks:infinity_shovel_remove - 1xitem.avaritia:infinity_shovel@0
integrateddynamics:crystalized_menril_block - 1xtile.blocks.integrateddynamics.crystalized_menril_block@0
nuclearcraft:item.thermalfoundation.armor.invarchestplate_1 - 1xitem.thermalfoundation.armor.invarChestplate@0
nuclearcraft:item.thermalfoundation.armor.invarchestplate_2 - 1xitem.thermalfoundation.armor.invarChestplate@0
extendedcrafting:nether_star_nugget_from - 9xitem.ec.material@140
pneumaticcraft:pressure_chamber_wall - 16xtile.pressure_chamber_wall@0
nuclearcraft:item.simplyjetpacks.jetpack_te1_armored_1 - 1xitem.simplyjetpacks.itemJetpack@14
nuclearcraft:item.simplyjetpacks.jetpack_te1_armored_2 - 1xitem.simplyjetpacks.itemJetpack@14
appliedenergistics2:network/cables/dense_smart_pink - 8xitem.appliedenergistics2.part@66
mekanism:machineblock2_10 - 1xtile.MachineBlock2@10
randomthings:eclipsedclock - 1xitem.eclipsedClock@0
mekanism:machineblock2_15 - 1xtile.MachineBlock2@15
extratrees:pinkivory_fence_gates - 1xtile.fence.gates.pinkivory@0
appliedenergistics2:network/parts/planes_formation_fluid_alt - 1xitem.appliedenergistics2.part@321
mekanism:machineblock2_11 - 1xtile.MachineBlock2@11
cyclicmagic:item.emerald_chestplate_1 - 1xitem.emerald_chestplate@0
cyclicmagic:tile.block_miner_smart_1 - 1xtile.block_miner_smart@0
mekanism:machineblock2_12 - 1xtile.MachineBlock2@12
mekanism:machineblock2_13 - 1xtile.MachineBlock2@13
mekanism:machineblock2_14 - 1xtile.MachineBlock2@14
incorporeal:decorative/corporea_brick_deco_wall - 6xtile.incorporeal.corporea_brick_deco_wall@0
storagedrawersextra:extra_drawers_fulldrawers2_forestry_giganteum - 2xtile.extraDrawers@1
forestry:apiary_minecart - 1xitem.for.cart.beehouse@1
thaumcraft:caster_basic - 1xitem.caster_basic@0
tp:emerald_helmet - 1xitem.emerald_helmet@0
enderio:awareness_upgrade - 3xitem.item_material@64
forestry:wheat_to_compost - 4xitem.for.fertilizer_bio@0
techreborn:scrapboxinator - 1xtile.techreborn.scrapboxinator@0
stevescarts:module/information_provider - 1xitem.SC2:unknownmodule@94
mysticalagriculture:ingotvibrantalloy - 3xitem.item_alloy_ingot@2
tinker_io:lonesome_avenue - 1xitem.CD_Lonesome_Avenue@0
botany:clay_chocolate - 1xitem.botany.clay@5
botany:mortar_cyan - 4xtile.null@8
modularmachinery:item_output_tiny - 1xtile.modularmachinery.blockoutputbus@0
deepmoblearning:data_model/data_model_thermal_elemental - 1xitem.deepmoblearning.data_model_thermal_elemental@0
botania:floating_rafflowsia - 2xtile.air@15
botania:wands/twigwand_brown_magenta - 1xitem.twigWand@0
bloodarsenal:slate_ethereal - 9xitem.bloodmagic.slate@4
forestry:fireproof_doors_plum - 3xtile.for.doors.plum@0
forestry:farm_mushroom_manual_managed - 1xtile.for.farm_mushroom@1
wct:magnet_card - 1xitem.wct:magnet_card@0
randomthings:rainbowlamp - 1xtile.rainbowLamp@0
extraanvils:prudentiumanvil - 1xtile.extraanvils:prudentium_anvil@0
storagedrawersextra:extra_drawers_fulldrawers1_forestry_wenge - 1xtile.extraDrawers@0
techreborn:smalldust_3 - 4xitem.techreborn.dustsmall@3
xreliquary:blocks/pedestal/pedestal_orange - 1xtile.pedestal@1
nuclearcraft:item.nuclearcraft.californium._250_oxide - 1xitem.nuclearcraft.californium@5
complex-logic:lamp/color_lamp_red_inverted - 1xtile.color_lamp_inverted@0
crafttweaker:thermalfoundation-bait_3-rerererererererererererereremodified - 4xitem.thermalfoundation.bait@1
minecraft:light_gray_bed - 1xitem.bed@8
actuallyadditions:bio_mash - 2xtile.air@15
nuclearcraft:item.bootsgold - 1xitem.bootsGold@0
nuclearcraft:item.nuclearcraft.geiger_counter - 1xitem.nuclearcraft.geiger_counter@0
extratrees:syzgium_fence_gates - 1xtile.fence.gates.syzgium@0
appliedenergistics2:misc/deconstruction_certus_quartz_block - 4xitem.appliedenergistics2.material@0
integrateddynamics:part_audio_writer_item - 1xparttype.parttypes.integrateddynamics.audio_writer.name@0
embers:catalyzer - 1xtile.catalyzer@0
mekanismtools:obsidianpickaxe - 1xitem.ObsidianPickaxe@0
enderio:auto_easy_lookup_for_coloring_dark_fused_glass_with_red - 8xtile.block_dark_fused_glass@14
xnet:redstone_proxy_rftools - 1xtile.xnet.redstone_proxy@0
storagedrawersextra:extra_drawers_halfdrawers2_forestry_mahoe - 2xtile.extraDrawers@3
bibliocraft:spruce_mapframe - 1xtile.BiblioCraft:MapFrame@1
botany:mortar_limegreen - 4xtile.null@39
rftools:space_chamber - 1xtile.rftools.space_chamber@0
jaopca:block_stairsdimensionalshard_yfbk9o - 8xtile.jaopca.stairs@0
teslathingies:crop_cloner - 1xtile.teslathingies.crop_cloner@0
rftools:rftools_shape_manual - 1xitem.rftools_shape_manual@0
forestry:farm_hatch_quartz_chiseled - 1xtile.for.ffarm@3
roots:runestone_brick_alt_unslab - 1xtile.runestone_brick_alt@0
enderio:stellar_alloy_ball_crafting - 24xitem.item_alloy_endergy_ball@3
packagedauto:packager_extension - 1xtile.packagedauto.packager_extension@0
environmentaltech:m_resources/ionite/pavers/paver_to_normal - 1xtile.environmentaltech.ionite@0
nuclearcraft:item.cosmeticmaidlegs - 1xitem.cosmeticmaidlegs@0
mekanism:glowpanel_15_alt - 4xtile.GlowPanel@15
forestry:fireproof_fences_birch - 3xtile.for.fences.vanilla.fireproof.0@2
jaopca:block_slabmagnesium_68lntj - 6xtile.jaopca.slab@0
industrialforegoing:laser_base_mekanism - 1xtile.industrialforegoing.laser_base@0
immersiveengineering:metal_devices/barrel - 1xtile.immersiveengineering.metal_device0@4
magneticraft:water_generator - 1xtile.magneticraft.water_generator@0
industrialforegoing:fluid_transfer_addon_push_0 - 1xitem.industrialforegoing.fluid_transfer_addon@0
mekanism:tierinstaller_2 - 1xitem.TierInstaller@2
mekanism:tierinstaller_3 - 1xitem.TierInstaller@3
techreborn:bone - 32xitem.bone@0
mekanism:tierinstaller_0 - 1xitem.TierInstaller@0
extratrees:sweetgum_stairs - 4xtile.stairs.sweetgum@0
mekanism:tierinstaller_1 - 1xitem.TierInstaller@1
botany:clay_steelblue - 1xitem.botany.clay@70
jaopca:block_stairsmanganeseoxide_xohdut - 8xtile.jaopca.stairs@0
tconstruct:common/firewood/firewood - 1xtile.tconstruct.firewood@1
bloodmagic:demon_decor/demon_wall_1_large_steadfast - 6xtile.bloodmagic.wall1.@14
jaopca:block_walltin_0fe54m - 12xtile.jaopca.wall@0
immersivetech:metal_device/coke_oven_preheater - 1xtile.immersivetech.metal_device@0
botany:thermionic_tubes_stone_bronze - 2xitem.botany.insulated_tube@514
cyclicmagic:item.purple_boots_1 - 1xitem.purple_boots@0
extratrees:logwood_fence_gates - 1xtile.fence.gates.logwood@0
rftoolscontrol:card_base - 1xitem.rftoolscontrol.card_base@0
botania:floating_ba_rain_flower - 2xtile.air@15
nuclearcraft:item.emerald_boots_3 - 1xitem.emerald_boots@0
nuclearcraft:item.emerald_boots_2 - 1xitem.emerald_boots@0
nuclearcraft:item.emerald_boots_5 - 1xitem.emerald_boots@0
nuclearcraft:item.emerald_boots_4 - 1xitem.emerald_boots@0
nuclearcraft:item.emerald_boots_1 - 1xitem.emerald_boots@0
openscreens:flat_t3_front - 1xtile.openscreens.frontflatscreen3@0
minecraft:snow - 1xtile.snow@0
jaopca:block_slabcobalt_kyigk8 - 6xtile.jaopca.slab@0
appliedenergistics2:network/blocks/security_station - 1xtile.appliedenergistics2.security_station@0
jaopca:block_slableadplatinum_ba8thf - 6xtile.jaopca.slab@0
ironchest:upgrade/chest/diamond_crystal_chest_upgrade - 1xitem.ironchest.chest.diamond_crystal@0
forestry:database_butterfly_chest_tree_chest_royal_jelly - 1xtile.for.database@0
pneumaticcraft:electrostatic_compressor - 1xtile.electrostatic_compressor@0
forestry:doors_larch - 3xtile.for.doors.larch@0
bibliocraft:cyan_dyed_lanterngold - 1xtile.BiblioCraft:LanternGold@9
xreliquary:items/magazine_empty - 5xitem.magazine@0
techreborn:industrial_blast_furnace - 1xtile.techreborn.industrial_blast_furnace@0
immersiveengineering:tool/steel_shovel - 1xitem.immersiveengineering.shovel_steel@0
fluxnetworks:tile.fluxnetworks.fluxstorages - 1xtile.fluxnetworks.fluxstorage@0
randomthings:analogemitter - 1xtile.analogEmitter@0
jaopca:block_slabobsidian_ohweeo - 6xtile.jaopca.slab@0
deepmoblearning:data_model/data_model_slime - 1xitem.deepmoblearning.data_model_slime@0
nuclearcraft:item.item_end_steel_boots - 1xitem.item_end_steel_boots@0
enderutilities:ender_tool_hoe - 1xitem.enderutilities.endertool@3
nuclearcraft:item.armoredjetpack - 1xitem.ArmoredJetpack@0
environmentaltech:m_resources/erodium/normal/slabs/slabs_tb - 1xtile.environmentaltech.erodium@0
storagedrawersextra:extra_drawers_halfdrawers4_forestry_baobab - 4xtile.extraDrawers@4
forestry:fireproof_planks_poplar - 4xtile.for.planks.fireproof.1@1
mysticalagriculture:ingotbronze - 4xitem.thermalfoundation.material@163
bibliocraft:green_dyed_lampgold - 1xtile.BiblioCraft:LampGold@8
bibliocraft:red_dyed_lampiron - 1xtile.BiblioCraft:LampIron@4
chisel:uncraft_blockplatinum - 9xitem.thermalfoundation.material@134
embers:stone_valve - 1xtile.stone_valve@0
ironchest:shulker/brown/silver/copper_silver_shulker_box - 1xtile.IronShulkerBoxbrown@4
stevescarts:module/steves_arcade - 1xitem.SC2:unknownmodule@78
pneumaticcraft:gps_area_tool - 1xitem.gps_area_tool@0
naturalpledge:auroraplank - 4xtile.aurora_planks@0
malisisdoors:curtain_purple - 3xitem.curtain_purple@0
botania:terrasteelhelm - 1xitem.terrasteelHelm@0
darkutils:lore_tag_green - 1xitem.darkutils.lore.tag@10
techreborn:industrial_grinder - 1xtile.techreborn.industrial_grinder@0
enderio:auto_coloring_fused_glass_with_blue - 8xtile.block_fused_glass@11
immersiveengineering:hammercrushing_silver - 1xitem.immersiveengineering.metal@12
nuclearcraft:item.fortress_chest_2 - 1xitem.fortress_chest@0
nuclearcraft:item.fortress_chest_1 - 1xitem.fortress_chest@0
minecraft:white_concrete_powder - 8xtile.concretePowder@0
pneumaticcraft:advanced_air_compressor - 1xtile.advanced_air_compressor@0
extratrees:butternut_fence_gates - 1xtile.fence.gates.butternut@0
tp:cobble_gen2 - 1xtile.cobblegen_block@0
nuclearcraft:item.lapislazulichestplate_2 - 1xitem.LapisLazuliChestplate@0
complex-logic:lamp/flat_lamp_gray - 6xtile.flat_lamp@0
nuclearcraft:item.lapislazulichestplate_1 - 1xitem.LapisLazuliChestplate@0
arcanearchives:diorite - 8xtile.stone@3
bloodarsenal:blood_burned_string - 7xitem.bloodarsenal.blood_burned_string@0
crafttweaker:techreborn-storage_1-modified - 1xtile.techreborn.storage@1
mekanism:slickplasticblock_8_alt - 4xtile.SlickPlasticBlock@8
enderio:enchanter - 1xtile.block_enchanter@0
jaopca:block_slabbronze_7wmy35 - 6xtile.jaopca.slab@0
magicbees:nsk - 1xitem.skull@1
immersiveengineering:sheetmetal/gold_sheetmetal_slab_back - 1xtile.immersiveengineering.sheetmetal@10
forestry:stairs_poplar - 4xtile.for.stairs.poplar@0
stevescarts:module/galgadorian_hull - 1xitem.SC2:unknownmodule@81
ironchest:chest/diamond/gold_diamond_chest - 1xtile.IronChest@2
enderio:auto_easy_lookup_for_coloring_enlightened_fused_glass_with_silver - 8xtile.block_enlightened_fused_glass@8
mysticalagriculture:tier4_inferium_seeds - 1xitem.ma.tier4_inferium_seeds@0
appliedenergistics2:network/blocks/fluid_interfaces_interface_alt - 1xtile.appliedenergistics2.fluid_interface@0
nuclearcraft:tile.nuclearcraft.cooler.tin - 1xtile.nuclearcraft.cooler@14
forestry:fireproof_slabs_cherry - 6xtile.for.slabs.fireproof.1@7
tinker_io:redstoneupg - 1xitem.upg@5
storagedrawers:keybutton_concealment - 1xtile.storagedrawers.keyButton@1
yoyos:book - 1xitem.yoyos.book@0
appliedenergistics2:network/cables/glass_blue - 8xitem.appliedenergistics2.part@11
bibliocraft:oak_paintingframesimple - 1xtile.BiblioCraft:PaintingFrameSimple@0
embers:ashen_cloak_boots - 1xitem.ashen_cloak_boots@0
tp:maloberry_juice - 1xitem.maloberry_juice@0
mysticalagriculture:stonebrick - 12xtile.stonebricksmooth@2
rpsideas:keypad - 1xitem.keypad@0
industrialforegoing:pitiful_fuel_generator_mekanism - 1xtile.industrialforegoing.pitiful_fuel_generator@0
nuclearcraft:item.thermalfoundation.armor.copperchestplate - 1xitem.thermalfoundation.armor.copperChestplate@0
jaopca:item_dustsmallmarshmallow_5ihslt - 4xitem.jaopca.dustSmall@0
nuclearcraft:item.bloodmagic.pack.selfsacrifice_2 - 1xitem.bloodmagic.pack.selfSacrifice@0
nuclearcraft:item.bloodmagic.pack.selfsacrifice_1 - 1xitem.bloodmagic.pack.selfSacrifice@0
pneumaticcraft:safety_tube_module - 1xitem.safety_tube_module@0
techreborn:diesel_generator - 1xtile.techreborn.diesel_generator@0
forestry:farm_hatch_brick_chiseled - 1xtile.for.ffarm@3
botany:weedkiller_moisturenormal_ph0_typesoil - 1xbotany.soil.soil@1
nuclearcraft:item.goggles - 1xitem.goggles@0
environmentaltech:m_resources/ionite/bricks/stairs/brick_stairs_tb - 1xtile.environmentaltech.ionite_bricks@0
forestry:fireproof_stairs_sequoia - 4xtile.for.stairs.fireproof.sequoia@0
extratrees:fir_fireproof_stairs - 4xtile.stairs.fireproof.fir@0
bibliocraft:pink_typewriter - 1xtile.BiblioCraft:Typewriter@6
rftools:poison_module - 1xitem.poison_module@0
xreliquary:items/twilight_cloak - 1xitem.twilight_cloak@0
randomthings:grassseeds_black - 1xitem.grassSeeds@16
mekanism:ingot_4_alt - 1xitem.Ingot@4
jaopca:item_mysticalseedsopal_spmys0 - 1xitem.jaopca.mysticalSeeds@0
minecraft:cauldron - 1xitem.cauldron@0
ironchest:upgrade/shulker/vanilla_copper_shulker_upgrade - 1xitem.ironchest.shulker_box.vanilla_copper@0
spikemod:iron_spike - 4xtile.iron_spike@0
mekanismtools:lapislazulihelmet - 1xitem.LapisLazuliHelmet@0
rpsideas:ebony_helmet - 1xitem.ebony_helmet@0
extratrees:olive_fireproof_fences - 3xtile.fences.fireproof.1@5
mekanism:machineblock_7_alt - 1xtile.MachineBlock@7
storagedrawersextra:extra_drawers_fulldrawers1_forestry_chestnut - 1xtile.extraDrawers@0
nuclearcraft:item.nuclearcraft.chest_hazmat - 1xitem.nuclearcraft.chest_hazmat@0
opencomputers:disassembler9 - 1xtile.oc.disassembler@0
thaumicbases:netherplanks - 4xtile.netherplanks@0
extratrees:whitebeam_fence_gates - 1xtile.fence.gates.whitebeam@0
thermalfoundation:tool.excavator_invar - 1xitem.thermalfoundation.tool.invarExcavator@0
extratrees:holly_stairs - 4xtile.stairs.holly@0
nuclearcraft:item.tconstruct.slime_boots.blue_1 - 1xitem.tconstruct.slime_boots@1
