"Class","Registry name","Ticking?"
"com.zeitheron.thaumicadditions.tiles.TileArcaneCake","thaumadditions:tilearcanecake","-"
"com.zeitheron.thaumicadditions.tiles.TileAspectCombiner","thaumadditions:tileaspectcombiner","yes"
"com.zeitheron.thaumicadditions.tiles.TileAuraCharger","thaumadditions:tileauracharger","yes"
"com.zeitheron.thaumicadditions.tiles.TileAuraDisperser","thaumadditions:tileauradisperser","yes"
"com.zeitheron.thaumicadditions.tiles.TileCraftingFurnace","thaumadditions:tilecraftingfurnace","yes"
"com.zeitheron.thaumicadditions.tiles.TileCrystalBlock","thaumadditions:tilecrystalblock","-"
"com.zeitheron.thaumicadditions.tiles.TileCrystalBore","thaumadditions:tilecrystalbore","yes"
"com.zeitheron.thaumicadditions.tiles.TileCrystalCrusher","thaumadditions:tilecrystalcrusher","yes"
"com.zeitheron.thaumicadditions.tiles.TileEntitySummoner","thaumadditions:tileentitysummoner","yes"
"com.zeitheron.thaumicadditions.tiles.TileFluxConcentrator","thaumadditions:tilefluxconcentrator","yes"
"com.zeitheron.thaumicadditions.tiles.TileGrowthChamber","thaumadditions:tilegrowthchamber","yes"
"com.zeitheron.thaumicadditions.tiles.TileSeal","thaumadditions:tileseal","yes"
"com.zeitheron.thaumicadditions.tiles.TileSmelterImpl","thaumadditions:tilesmelterimpl","yes"
"com.zeitheron.thaumicadditions.tiles.TileVisCrop","thaumadditions:tileviscrop","-"
"com.zeitheron.thaumicadditions.tiles.jars.TileAdaminiteJar","thaumadditions:tileadaminitejar","yes"
"com.zeitheron.thaumicadditions.tiles.jars.TileBrassJar","thaumadditions:tilebrassjar","yes"
"com.zeitheron.thaumicadditions.tiles.jars.TileEldritchJar","thaumadditions:tileeldritchjar","yes"
"com.zeitheron.thaumicadditions.tiles.jars.TileMithminiteJar","thaumadditions:tilemithminitejar","yes"
"com.zeitheron.thaumicadditions.tiles.jars.TileMithrilliumJar","thaumadditions:tilemithrilliumjar","yes"
"com.zeitheron.thaumicadditions.tiles.jars.TileThaumiumJar","thaumadditions:tilethaumiumjar","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntityCopperChest","minecraft:ironchest.copper","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntityCrystalChest","minecraft:ironchest.crystal","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntityDiamondChest","minecraft:ironchest.diamond","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntityDirtChest","minecraft:ironchest.dirtchest9000","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntityGoldChest","minecraft:ironchest.gold","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntityIronChest","minecraft:ironchest.iron","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntityObsidianChest","minecraft:ironchest.obsidian","yes"
"cpw.mods.ironchest.common.tileentity.chest.TileEntitySilverChest","minecraft:ironchest.silver","yes"
"cpw.mods.ironchest.common.tileentity.shulker.TileEntityCopperShulkerBox","minecraft:ironshulkerbox.copper","yes"
"cpw.mods.ironchest.common.tileentity.shulker.TileEntityCrystalShulkerBox","minecraft:ironshulkerbox.crystal","yes"
"cpw.mods.ironchest.common.tileentity.shulker.TileEntityDiamondShulkerBox","minecraft:ironshulkerbox.diamond","yes"
"cpw.mods.ironchest.common.tileentity.shulker.TileEntityGoldShulkerBox","minecraft:ironshulkerbox.gold","yes"
"cpw.mods.ironchest.common.tileentity.shulker.TileEntityIronShulkerBox","minecraft:ironshulkerbox.iron","yes"
"cpw.mods.ironchest.common.tileentity.shulker.TileEntityObsidianShulkerBox","minecraft:ironshulkerbox.obsidian","yes"
"cpw.mods.ironchest.common.tileentity.shulker.TileEntitySilverShulkerBox","minecraft:ironshulkerbox.silver","yes"
"crazypants.enderio.base.block.painted.TileEntityPaintedBlock","enderio:tile_entity_painted_block","yes"
"crazypants.enderio.base.block.painted.TileEntityTwicePaintedBlock","enderio:tile_entity_twice_painted_block","yes"
"crazypants.enderio.base.block.painted.TilePaintedPressurePlate","enderio:tile_painted_pressure_plate","yes"
"crazypants.enderio.base.block.skull.TileEndermanSkull","enderio:tile_enderman_skull","yes"
"crazypants.enderio.conduits.conduit.TileConduitBundle","enderio:tile_conduit_bundle","yes"
"crazypants.enderio.machines.machine.alloy.TileAlloySmelter","enderio:tile_alloy_smelter","yes"
"crazypants.enderio.machines.machine.alloy.TileAlloySmelter$Enhanced","enderio:tile_alloy_smelter_enhanced","yes"
"crazypants.enderio.machines.machine.alloy.TileAlloySmelter$Furnace","enderio:tile_alloy_smelter_furnace","yes"
"crazypants.enderio.machines.machine.alloy.TileAlloySmelter$Simple","enderio:tile_alloy_smelter_simple","yes"
"crazypants.enderio.machines.machine.buffer.TileBuffer","enderio:tile_buffer_abstract","yes"
"crazypants.enderio.machines.machine.buffer.TileBuffer$TileBufferCreative","enderio:tile_buffer_creative","yes"
"crazypants.enderio.machines.machine.buffer.TileBuffer$TileBufferItem","enderio:tile_buffer_item","yes"
"crazypants.enderio.machines.machine.buffer.TileBuffer$TileBufferOmni","enderio:tile_buffer_omni","yes"
"crazypants.enderio.machines.machine.buffer.TileBuffer$TileBufferPower","enderio:tile_buffer_power","yes"
"crazypants.enderio.machines.machine.crafter.TileCrafter","enderio:tile_crafter","yes"
"crazypants.enderio.machines.machine.crafter.TileCrafter$Simple","enderio:tile_simple_crafter","yes"
"crazypants.enderio.machines.machine.enchanter.TileEnchanter","enderio:tile_enchanter","yes"
"crazypants.enderio.machines.machine.farm.TileFarmStation","enderio:tile_farm_station","yes"
"crazypants.enderio.machines.machine.generator.combustion.TileCombustionGenerator","enderio:tile_combustion_generator","yes"
"crazypants.enderio.machines.machine.generator.combustion.TileCombustionGenerator$Enhanced","enderio:tile_combustion_generator_enhanced","yes"
"crazypants.enderio.machines.machine.generator.lava.TileLavaGenerator","enderio:tile_lava_generator","yes"
"crazypants.enderio.machines.machine.generator.stirling.TileStirlingGenerator","enderio:tile_stirling_generator","yes"
"crazypants.enderio.machines.machine.generator.stirling.TileStirlingGenerator$Simple","enderio:tile_stirling_generator_simple","yes"
"crazypants.enderio.machines.machine.generator.zombie.TileZombieGenerator","enderio:tile_zombie_generator","yes"
"crazypants.enderio.machines.machine.generator.zombie.TileZombieGenerator$TileEnderGenerator","enderio:tile_ender_generator","yes"
"crazypants.enderio.machines.machine.generator.zombie.TileZombieGenerator$TileFrankenZombieGenerator","enderio:tile_franken_zombie_generator","yes"
"crazypants.enderio.machines.machine.ihopper.TileImpulseHopper","enderio:tile_impulse_hopper","yes"
"crazypants.enderio.machines.machine.killera.TileKillerJoe","enderio:tile_killer_joe","yes"
"crazypants.enderio.machines.machine.light.TileElectricLight","enderio:tile_electric_light","yes"
"crazypants.enderio.machines.machine.light.TileLightNode","enderio:tile_light_node","yes"
"crazypants.enderio.machines.machine.obelisk.attractor.TileAttractor","enderio:tile_attractor","yes"
"crazypants.enderio.machines.machine.obelisk.aversion.TileAversionObelisk","enderio:tile_aversion_obelisk","yes"
"crazypants.enderio.machines.machine.obelisk.inhibitor.TileInhibitorObelisk","enderio:tile_inhibitor_obelisk","yes"
"crazypants.enderio.machines.machine.obelisk.relocator.TileRelocatorObelisk","enderio:tile_relocator_obelisk","yes"
"crazypants.enderio.machines.machine.obelisk.weather.TileWeatherObelisk","enderio:tile_weather_obelisk","yes"
"crazypants.enderio.machines.machine.obelisk.xp.TileExperienceObelisk","enderio:tile_experience_obelisk","yes"
"crazypants.enderio.machines.machine.painter.TileEntityPainter","enderio:tile_entity_painter","yes"
"crazypants.enderio.machines.machine.reservoir.TileReservoirBase$TileOmniReservoir","enderio:tile_omni_reservoir","yes"
"crazypants.enderio.machines.machine.reservoir.TileReservoirBase$TileReservoir","enderio:tile_reservoir","yes"
"crazypants.enderio.machines.machine.sagmill.TileSagMill$Enhanced","enderio:tile_sag_mill_enhanced","yes"
"crazypants.enderio.machines.machine.sagmill.TileSagMill$Normal","enderio:tile_sag_mill","yes"
"crazypants.enderio.machines.machine.sagmill.TileSagMill$Simple","enderio:tile_sag_mill_simple","yes"
"crazypants.enderio.machines.machine.slicensplice.TileSliceAndSplice","enderio:tile_slice_and_splice","yes"
"crazypants.enderio.machines.machine.solar.TileSolarPanel","enderio:tile_solar_panel","yes"
"crazypants.enderio.machines.machine.soul.TileSoulBinder","enderio:tile_soul_binder","yes"
"crazypants.enderio.machines.machine.spawner.TilePoweredSpawner","enderio:tile_powered_spawner","yes"
"crazypants.enderio.machines.machine.spawner.creative.TileCreativeSpawner","enderio:tile_creative_spawner","yes"
"crazypants.enderio.machines.machine.tank.TileTank","enderio:tile_tank","yes"
"crazypants.enderio.machines.machine.teleport.anchor.TileTravelAnchor","enderio:tile_travel_anchor","yes"
"crazypants.enderio.machines.machine.teleport.telepad.TileDialingDevice","enderio:tile_dialing_device","yes"
"crazypants.enderio.machines.machine.teleport.telepad.TileTelePad","enderio:tile_tele_pad","yes"
"crazypants.enderio.machines.machine.transceiver.TileTransceiver","enderio:tile_transceiver","yes"
"crazypants.enderio.machines.machine.vacuum.chest.TileVacuumChest","enderio:tile_vacuum_chest","yes"
"crazypants.enderio.machines.machine.vacuum.xp.TileXPVacuum","enderio:tile_x_p_vacuum","yes"
"crazypants.enderio.machines.machine.vat.TileVat","enderio:tile_vat","yes"
"crazypants.enderio.machines.machine.vat.TileVat$Enhanced","enderio:tile_vat_enhanced","yes"
"crazypants.enderio.machines.machine.wired.TileWiredCharger","enderio:tile_wired_charger","yes"
"crazypants.enderio.machines.machine.wired.TileWiredCharger$Enhanced","enderio:tile_wired_charger_enhanced","yes"
"crazypants.enderio.machines.machine.wired.TileWiredCharger$Simple","enderio:tile_wired_charger_simple","yes"
"crazypants.enderio.machines.machine.wireless.TileWirelessCharger","enderio:tile_wireless_charger","yes"
"crazypants.enderio.powertools.machine.capbank.TileCapBank","enderio:tile_cap_bank","yes"
"crazypants.enderio.powertools.machine.gauge.TileGauge","enderio:tile_gauge","yes"
"crazypants.enderio.powertools.machine.monitor.TilePowerMonitor","enderio:tile_power_monitor","yes"
"dan200.computercraft.shared.computer.blocks.TileCommandComputer","computercraft:command_computer","yes"
"dan200.computercraft.shared.computer.blocks.TileComputer","computercraft:computer","yes"
"dan200.computercraft.shared.peripheral.diskdrive.TileDiskDrive","computercraft:diskdrive","yes"
"dan200.computercraft.shared.peripheral.modem.wired.TileCable","computercraft:wiredmodem","-"
"dan200.computercraft.shared.peripheral.modem.wired.TileWiredModemFull","computercraft:wired_modem_full","-"
"dan200.computercraft.shared.peripheral.modem.wireless.TileAdvancedModem","computercraft:advanced_modem","-"
"dan200.computercraft.shared.peripheral.modem.wireless.TileWirelessModem","computercraft:wirelessmodem","-"
"dan200.computercraft.shared.peripheral.monitor.TileMonitor","computercraft:monitor","-"
"dan200.computercraft.shared.peripheral.printer.TilePrinter","computercraft:ccprinter","yes"
"dan200.computercraft.shared.peripheral.speaker.TileSpeaker","computercraft:speaker","yes"
"dan200.computercraft.shared.turtle.blocks.TileTurtle","computercraft:turtle","yes"
"dan200.computercraft.shared.turtle.blocks.TileTurtleAdvanced","computercraft:turtleadv","yes"
"dan200.computercraft.shared.turtle.blocks.TileTurtleExpanded","computercraft:turtleex","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityAtomicReconstructor","actuallyadditions:reconstructor","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityBatteryBox","actuallyadditions:batterybox","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityBioReactor","actuallyadditions:bioreactor","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityBreaker","actuallyadditions:breaker","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityCanolaPress","actuallyadditions:canolapress","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityCoalGenerator","actuallyadditions:coalgenerator","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityCoffeeMachine","actuallyadditions:coffeemachine","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityCompost","actuallyadditions:compost","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityDirectionalBreaker","actuallyadditions:directionalbreaker","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityDisplayStand","actuallyadditions:displaystand","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityDropper","actuallyadditions:dropper","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityEmpowerer","actuallyadditions:empowerer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityEnergizer","actuallyadditions:energizer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityEnervator","actuallyadditions:enervator","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFarmer","actuallyadditions:farmer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFeeder","actuallyadditions:feeder","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFermentingBarrel","actuallyadditions:fermentingbarrel","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFireworkBox","actuallyadditions:fireworkbox","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFishingNet","actuallyadditions:fishingnet","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFluidCollector","actuallyadditions:fluidcollector","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFluidPlacer","actuallyadditions:fluidplacer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFurnaceDouble","actuallyadditions:furnacedouble","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityFurnaceSolar","actuallyadditions:solarpanel","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityGiantChest","actuallyadditions:giantchest","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityGiantChestLarge","actuallyadditions:giantchestlarge","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityGiantChestMedium","actuallyadditions:giantchestmedium","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityGrinder","actuallyadditions:grinder","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityGrinderDouble","actuallyadditions:grinderdouble","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityHeatCollector","actuallyadditions:heatcollector","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityInputter","actuallyadditions:inputter","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityInputterAdvanced","actuallyadditions:inputteradvanced","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityItemRepairer","actuallyadditions:repairer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityItemViewer","actuallyadditions:itemviewer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityItemViewerHopping","actuallyadditions:itemviewerhopping","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLaserRelayEnergy","actuallyadditions:laserrelay","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLaserRelayEnergyAdvanced","actuallyadditions:laserrelayadvanced","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLaserRelayEnergyExtreme","actuallyadditions:laserrelayextreme","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLaserRelayFluids","actuallyadditions:laserrelayfluids","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLaserRelayItem","actuallyadditions:laserrelayitem","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLaserRelayItemWhitelist","actuallyadditions:laserrelayitemwhitelist","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLavaFactoryController","actuallyadditions:lavafactory","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityLeafGenerator","actuallyadditions:leafgenerator","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityMiner","actuallyadditions:miner","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityOilGenerator","actuallyadditions:oilgenerator","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPhantomBooster","actuallyadditions:phantombooster","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPhantomBreaker","actuallyadditions:phantombreaker","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPhantomEnergyface","actuallyadditions:energyface","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPhantomItemface","actuallyadditions:phantomface","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPhantomLiquiface","actuallyadditions:liquiface","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPhantomPlacer","actuallyadditions:phantomplacer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPhantomRedstoneface","actuallyadditions:redstoneface","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPlacer","actuallyadditions:placer","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityPlayerInterface","actuallyadditions:playerinterface","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityRangedCollector","actuallyadditions:rangedcollector","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityShockSuppressor","actuallyadditions:shocksuppressor","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntitySmileyCloud","actuallyadditions:smileycloud","yes"
"de.ellpeck.actuallyadditions.mod.tile.TileEntityXPSolidifier","actuallyadditions:xpsolidifier","yes"
"de.sanandrew.mods.immersivecables.tileentity.ae.TileConnectorQuartz","immersivecables:te_connector_quartz","yes"
"de.sanandrew.mods.immersivecables.tileentity.ae.TileRelayFluix","immersivecables:te_relay_fluix","yes"
"de.sanandrew.mods.immersivecables.tileentity.ae.TileTransformerFluix","immersivecables:te_transformer_fluix","yes"
"edgarallen.soundmuffler.block.TileEntitySoundMuffler","supersoundmuffler:sound_muffler","-"
"engineers.workshop.common.table.TileTable","engineersworkshop:blocktable","yes"
"epicsquid.roots.tileentity.TileEntityBonfire","roots:tile_entity_bonfire","yes"
"epicsquid.roots.tileentity.TileEntityFeyCrafter","roots:tile_entity_fey_crafter","-"
"epicsquid.roots.tileentity.TileEntityGroveStone","roots:tile_entity_grove_stone","-"
"epicsquid.roots.tileentity.TileEntityImbuer","roots:tile_entity_imbuer","yes"
